76,328,16612.5
78,263,16612.5
106,167,16612.5
128,262,16612.5
82,359,16612.5
146,301,16612.5
155,346,16612.5
118,119,16612.5
122,296,16612.5
133,330,16612.5
134,296,16612.5
116,179,16612.5
128,365,16612.5
115,326,16612.5
95,247,16612.5
137,218,16612.5
105,269,16612.5
114,323,16612.5
127,313,16612.5
129,284,16612.5
135,330,16612.5
145,291,16612.5
141,323,16612.5
117,261,16612.5
109,237,16612.5
73,157,16612.5
76,180,16612.5
117,199,16612.5
73,88,16612.5
74,363,16612.5
154,81,16612.5
110,108,16612.5
151,81,16612.5
120,344,16612.5
76,138,16612.5
114,239,16612.5
113,293,16612.5
151,267,16612.5
151,174,16612.5
74,291,16612.5
135,85,16612.5
105,172,16612.5
118,265,16612.5
117,128,16612.5
138,357,16612.5
112,297,16612.5
101,91,16612.5
124,216,16612.5
145,186,16612.5
116,217,16612.5
151,160,16612.5
119,120,16612.5
146,285,16612.5
75,234,16612.5
86,200,16612.5
103,156,16612.5
79,174,16612.5
66,232,16612.5
123,84,16612.5
67,213,16612.5
88,310,16612.5
98,318,16612.5
83,289,16612.5
154,134,16612.5
79,135,16612.5
71,220,16612.5
140,137,16612.5
91,225,16612.5
103,346,16612.5
137,264,16612.5
123,326,16612.5
70,92,16612.5
115,356,16612.5
122,303,16612.5
135,165,16612.5
114,81,16612.5
101,97,16612.5
138,316,16612.5
139,80,16612.5
146,223,16612.5
86,220,16612.5
113,260,16612.5
74,339,16612.5
70,147,16612.5
117,206,16612.5
101,231,16612.5
113,263,16612.5
123,261,16612.5
85,298,16612.5
87,242,16612.5
125,122,16612.5
115,165,16612.5
141,299,16612.5
155,307,16612.5
87,235,16612.5
106,299,16612.5
137,151,16612.5
72,168,16612.5
153,306,16612.5
85,240,16612.5
91,97,16612.5
67,210,16612.5
138,133,16612.5
119,282,16612.5
74,310,16612.5
93,202,16612.5
103,346,16612.5
73,80,16612.5
75,281,16612.5
116,239,16612.5
86,157,16612.5
81,159,16612.5
71,291,16612.5
138,239,16612.5
134,148,16612.5
81,169,16612.5
116,281,16612.5
152,151,16612.5
78,186,16612.5
147,270,16612.5
106,255,16612.5
92,270,16612.5
84,249,16612.5
142,332,16612.5
156,336,16612.5
147,132,16612.5
124,145,16612.5
100,224,16612.5
133,312,16612.5
71,328,16612.5
122,230,16612.5
93,193,16612.5
95,356,16612.5
118,361,16612.5
141,317,16612.5
123,269,16612.5
68,232,16612.5
75,107,16612.5
66,78,16612.5
84,188,16612.5
80,214,16612.5
67,130,16612.5
92,321,16612.5
70,162,16612.5
113,340,16612.5
136,110,16612.5
155,146,16612.5
132,239,16612.5
100,241,16612.5
78,232,16612.5
127,81,16612.5
116,245,16612.5
139,219,16612.5
70,363,16612.5
102,335,16612.5
75,135,16612.5
82,127,16612.5
126,266,16612.5
136,327,16612.5
124,361,16612.5
147,101,16612.5
128,249,16612.5
152,225,16612.5
144,359,16612.5
146,232,16612.5
129,305,16612.5
95,124,16612.5
129,121,16612.5
79,181,16612.5
78,235,16612.5
107,96,16612.5
89,299,16612.5
132,171,16612.5
72,299,16612.5
75,84,16612.5
74,92,16612.5
68,138,16612.5
93,355,16612.5
137,84,16612.5
85,219,16612.5
134,344,16612.5
103,332,16612.5
135,312,16612.5
87,336,16612.5
100,287,16612.5
129,206,16612.5
69,331,16612.5
142,307,16612.5
74,159,16612.5
125,118,16612.5
112,260,16612.5
105,350,16612.5
145,345,16612.5
117,274,16612.5
137,216,16612.5
133,314,16612.5
143,101,16612.5
96,123,16612.5
145,220,16612.5
122,176,16612.5
84,200,16612.5
67,337,16612.5
76,348,16612.5
140,337,16612.5
91,322,16612.5
108,296,16612.5
89,178,16612.5
107,346,16612.5
119,131,16612.5
112,216,16612.5
69,216,16612.5
138,102,16612.5
79,251,16612.5
77,319,16612.5
145,292,16612.5
121,91,16612.5
83,298,16612.5
114,146,16612.5
69,213,16612.5
87,352,16612.5
98,140,16612.5
114,323,16612.5
88,242,16612.5
78,217,16612.5
116,235,16612.5
124,89,16612.5
147,92,16612.5
127,354,16612.5
76,132,16612.5
94,255,16612.5
122,220,16612.5
103,151,16612.5
121,79,16612.5
98,266,16612.5
86,310,16612.5
100,210,16612.5
124,125,16612.5
68,261,16612.5
149,93,16612.5
116,80,16612.5
131,339,16612.5
154,126,16612.5
135,245,16612.5
149,347,16612.5
131,154,16612.5
156,184,16612.5
147,225,16612.5
104,316,16612.5
134,161,16612.5
146,239,16612.5
